,name,historical_sold,price,rating_star,image,status
33,"Quần đùi nam thể thao có bigsize, Quần short nam mặc nhà chất vải thun lạnh DUI01",188,3960000000,4.921053,https://down-vn.img.susercontent.com/file/4fc9be84bf60a2f0d51f4d0ebd5acf25_tn,normal
34,Quần short thun nam thể thao chất vải thun co giãn thoáng mát DUI01,287,5990000000,4.632653,https://down-vn.img.susercontent.com/file/575f315997d165bc82e523a2390f9cd3_tn,normal
35,"Găng tay thể thao, mang hàng ngày, găng tay lao động ( đi xe đạp, lái xe, leo núi, vận chuyển hàng)",0,1440000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ls27attb1od519_tn,normal
36,"Quần lót nam tam giác, quần sịp nam cao cấp 100% thoáng khí,co giãn QL02",305,2500000000,4.425,https://down-vn.img.susercontent.com/file/97f3f6010faed47cbb8e6b3e8f9cf464_tn,normal
37,Áo thun thể thao dài tay nam dập vân cao tần. Áo giữ nhiệt nam chất thun lạnh co giãn 4 chiều hàng VNXK AGN,2226,3300000000,4.495627,https://down-vn.img.susercontent.com/file/4aa07966296f38ba3780c55d8f9ba426_tn,normal
38,Áo Thể Thao Nam THE DEME thun lạnh tập gym cổ tròn ngắn tay vải thoáng mát co giãn,159,3990000000,4.69697,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lf01p009tmqf28_tn,normal
39,Áo thun nam thể thao cộc tay cổ tròn họa tiết áo phông thun lạnh co giãn mềm mịn,36,3490000000,4.909091,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghrmttckgzb57_tn,normal
40,"Áo Thể Thao Nam Cộc Tay THE DEME Áo thun lạnh cổ tròn, ép vân cao cấp, phong cách, mạnh mẽ và năng động",17,2370000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lf01p008t3yv79_tn,normal
41,"Quần short đùi thể thao nam tập gym,chạy bộ chất xi gió co giãn vận động thoải mái SHORTGIO",73,3590000000,4.4375,https://down-vn.img.susercontent.com/file/sg-11134201-23020-k3tqsteozinved_tn,normal
42,"Áo Thể Thao Nam Cộc Tay , Áo thun lạnh cổ tròn, ép vân cao cấp, phong cách, mạnh mẽ và năng động",113,3490000000,4.321429,https://down-vn.img.susercontent.com/file/sg-11134201-23020-pg1j91nr4hnv2c_tn,normal
43,Quần đùi thể thao nam vải gió cao cấp co giãn phù hợp thể thao hay mặc nhà SHORTGIO,683,3590000000,4.716129,https://down-vn.img.susercontent.com/file/995a10a06053cfcbe1c80f5cfdab0f40_tn,normal
44,"Quần đùi nam thể thao vải gió thời trang  co giãn thoải mái vận động  nhẹ, mềm, mát SHORTGIO",164,3590000000,4.567568,https://down-vn.img.susercontent.com/file/a5cecfdef1d6339cdabd2be4b875b953_tn,normal
45,Áo thể thao nam chất thun lạnh co giãn 4 chiều hàng chuẩn VNXK. Áo thun thể thao nam size ATT,395,3990000000,4.766234,https://down-vn.img.susercontent.com/file/55579bb856fba98cc925e27a6951385f_tn,normal
46,[COMBO2] Áo Thể Thao Nam THE DEME thun lạnh tập gym cổ tròn ngắn tay vải thoáng mát co giãn ATT,62,5500000000,4.944444,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lj5b3tblqya411_tn,normal
47,Quần đùi nam thể thao chất gió co giãn phù hợp thể thao hay mặc nhà SHORTGIO,177,2470000000,4.521739,https://down-vn.img.susercontent.com/file/3737d8a101599cf7f8d2dff89eba7dc6_tn,normal
48,"Quần short thun nam thể thao, quần đùi nam mặc nhà đi chơi tập gym",38,5990000000,4.75,https://down-vn.img.susercontent.com/file/vn-11134201-23020-b5zz4sljbunveb_tn,normal
49,"Quần đùi nam thể thao cao cấp mặc nhà đi chơi đẹp rẻ  co giãn 4 chiều, nhẹ, mềm, mát, không bai không xù SHORTGIO",571,3590000000,4.69697,https://down-vn.img.susercontent.com/file/7fe330f2ba4b29c40f7f119bb48cf251_tn,normal
50,Áo thun nam 3 lỗ Gap hàng đẹp vải cotton dày mát loại áo ba lỗ nam mặc nhà thông dụng,223,2999000000,4.333333,https://down-vn.img.susercontent.com/file/b57ca49f847b3d687344c327918e0fb8_tn,normal
51,"Quần sịp boxer đùi thoáng khí Quần lót nam mùa hè, mềm mịn, màu sắc thời trang BOXER",118,3080000000,4.666667,https://down-vn.img.susercontent.com/file/d1c501d1f0ce1ec69f4c85c38818dc58_tn,normal
52,Áo thể thao nam cổ bẻ chất thun lạnh vân dập đẹp co giãn 4 chiều mặc nhà đi chơi thể thao đêu đẹp,1,4500000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lm24p9wdbyzj97_tn,normal
53,"Quần short nam , quần short tây âu nam . Chất liệu mềm mịn, co giãn, kiểu dáng trẻ trung bao đẹp",21,8500000000,4.6,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lo4bogjh8mpjc8_tn,normal
54,"Quần short đùi thể thao nam tập gym,chạy bộ chất xi gió co giãn 4 chiều cao cấp SHORTGIO",39,3590000000,4.285714,https://down-vn.img.susercontent.com/file/sg-11134201-23020-lxecks2ixinv65_tn,normal
55,"Quần Đùi Thể Thao Nam, Quần Short Thể Thao Cao Cấp Vải Gió Đẹp Thoáng Mát Co Dãn Mềm Nhẹ SHORTGIO",42,3590000000,4.5,https://down-vn.img.susercontent.com/file/sg-11134201-23020-cms4m1jrzinvfd_tn,normal
56,"Vỏ Bọc Thẻ CCCD, Bao Túi Đựng Thẻ Sinh Viên, Atm, Nhân viên, Name Card, Card Visit",113,400000000,4.772727,https://down-vn.img.susercontent.com/file/c3628ca34def98f8f4d3160224032aa9_tn,normal
57,"Quần đùi nam thể thao, quần short gió nam mặc nhà nhẹ mát có túi khóa kéo SHORTGIO",32,3590000000,5.0,https://down-vn.img.susercontent.com/file/0c062eecfbab713bdd98f534272e7582_tn,normal
58,Áo thể thao nam in vân chữ V vải thun lạnh mặc cực mát,81,3490000000,4.733333,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghr84kyx3p39f_tn,normal
59,"Nón Kết Trơn, Mũ Lưỡi Trai Trơn Basic Nhiều Màu Chất Vải Poly Thoáng Mát Khóa Dán Form Đẹp",7,2000000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lq8oi3ilswk2fc_tn,normal
60,Áo thun thể thao nam chất vải thun lạnh ngắn tay co giãn thoáng mát có nhiều màu ATT,190,3990000000,4.580645,https://down-vn.img.susercontent.com/file/682324288ec9840af6103539f8e3e585_tn,normal
61,Áo thun nam đẹp mát vận động thoải mái ( quà tặng áo ngẫu nhiên),39,7000000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqrh95g808c795_tn,normal
62,"Bộ Quần Áo Thể Thao Nam Cổ Tròn( 3 màu), Vải Thun Mát Lạnh, Mềm Mịn, Chống Nhăn, BTT",60,5990000000,5.0,https://down-vn.img.susercontent.com/file/11ea6aa634bf4e4f9eaa0fafc0fa8df2_tn,normal
63,Quần đùi nam mặc nhà vải mát Q3SOC co dãn cực tốt loại quần đùi mặc nhà chơi thể thao điều được,76,2990000000,4.866667,https://down-vn.img.susercontent.com/file/6a36839525ca99a7be6ede030b297e12_tn,normal
64,Quần đùi nam thể thao có bigsize chất vải thun cao cấp có khóa kéo và dây rút DUI01,776,5990000000,4.52,https://down-vn.img.susercontent.com/file/bd906b1b6271ca06c55747d6a8834a56_tn,normal
65,"Quần sịp boxer Quần lót Boxer nam vải thun lạnh tự nhiên 100% thoáng khí,co giãn cao cấp",158,3080000000,4.481481,https://down-vn.img.susercontent.com/file/4d91ddf145cd99b7e39238390fc9aa2c_tn,normal
66,"Quần đùi nam chất thun thể thao,quần short nam mặc nhà đi chơi tập gym-DUI01",25,5990000000,4.75,https://down-vn.img.susercontent.com/file/vn-11134201-23030-4lc8c96159nv27_tn,normal
67,Áo thun thể thao dài tay nam dập vân cao tần. Áo giữ nhiệt nam chất thun lạnh co giãn 4 chiều AGN,55,3590000000,3.875,https://down-vn.img.susercontent.com/file/be20bc8baa91f00e28d4d592152c9b8e_tn,normal
68,"Quần sịp boxer Quần lót Boxer nam vải thun lạnh tự nhiên 100% thoáng khí,co giãn cao cấp QLBOXER",244,3080000000,4.857143,https://down-vn.img.susercontent.com/file/be83c3d94c6e723fae2da548a7156e26_tn,normal
69,"Áo thể thao nam cổ tròn chất thun lạnh co giãn 4 chiều form chuẩn mặc nhà, chơi thể thao ATT06",164,3490000000,4.552632,https://down-vn.img.susercontent.com/file/sg-11134201-23020-pwoyo9by4hnvb8_tn,normal
70,"Quần đùi nam thể thao, quần sooc nam Chất Đẹp Vải Mát co giãn 4 chiều, nhẹ, mềm, mát, không bai SHORTGIO",22,3590000000,4.75,https://down-vn.img.susercontent.com/file/0c67a8d05d6b5c9d2f59fc33a3fbb9cb_tn,normal
71,"Áo thun thể thao nam, ôm body, tập gym, vải thun cao cấp mềm mịn co giãn tốt ATT",169,3990000000,4.685714,https://down-vn.img.susercontent.com/file/5a67bb7686ed9be1a8aa7b451463023e_tn,normal
72,Quần đùi nam thể thao có bigsize vải thun lạnh có 02 túi khóa kéo chất vải mát dày đẹp mặc nhà tập gym DUI01,213,5990000000,4.833333,https://down-vn.img.susercontent.com/file/b400b800bdc7cc5aefbf99cd41635fbc_tn,normal
73,[COMBO2] Quần đùi nam thể thao mát co giãn phù hợp thể thao hay mặc nhà SHORTGIO,27,5500000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lj5b84fkq3f6e6_tn,normal
74,"Bộ quần áo thể thao nam, đồ tập gym thể thao vải thun lạnh cao cấp BTT01",28,5990000000,4.333333,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghp424glffuf8_tn,normal
75,Bộ Nam Hè Thể Thao Chất Thun Lạnh Co Giãn 4 Chiều Dập Vân Cao Cấp BTT06,44,5990000000,4.0,https://down-vn.img.susercontent.com/file/sg-11134201-23020-pc6oks1mhdnv1e_tn,normal
76,"Quần short đùi thể thao nam tập gym,chạy bộ chất xi gió co giãn SHORTGIO",35,3590000000,4.8,https://down-vn.img.susercontent.com/file/sg-11134201-23020-kyi33mcwyinv8e_tn,normal
77,Bộ Quần Áo Thể Thao Nam CoolFit Chất Thun Lạnh Co Giãn 4 Chiều BTT,12,5990000000,3.0,https://down-vn.img.susercontent.com/file/sg-11134201-22100-l5yzivqjkkiv47_tn,normal
78,"Bộ thể thao nam cộc tay màu hè thun lạnh co dãn, bộ nam hè phong cách trẻ trung thoáng mát BTT06",175,5990000000,4.634146,https://down-vn.img.susercontent.com/file/sg-11134201-23020-uz5v3txvhdnvae_tn,normal
79,COMBO 3 Quần lót nam Tam Giác Thông Hơi Xuất Nhật cao cấp thấm hút mồ hôi COMBO3 QL02,141,6600000000,4.708333,https://down-vn.img.susercontent.com/file/7b2069050b0e9e47c236fff1f796f6f2_tn,normal
80,Áo thể thao nam tay ngắn cổ tròn tập gym thoáng mat co giãn tốt ATT02,20,3490000000,5.0,https://down-vn.img.susercontent.com/file/6c6e50c80796e2b22fe2a74954827ed9_tn,normal
81,Quần đùi nam thể thao chất vải gió mặc nhà đi chơi đều đẹp QSRN,14,5990000000,4.428571,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghns6xsch2i02_tn,normal
82,"Vỏ bọc căn cước công dân 2 mặt trong suốt , bao túi đựng thẻ học sinh viên, bằng lái, bảo hiểm y tế, ATM, cccd, CMND",2639,1000000000,4.866887,https://down-vn.img.susercontent.com/file/d85bb7d59e5479b07f61e0f3b8c0847f_tn,normal
83,Quần đùi nam mặc nhà vải MÁT co dãn tốt mặc cực kỳ thoải mái loại quần đùi nam trung niên-DUITAM04,748,1400000000,4.815217,https://down-vn.img.susercontent.com/file/853ffa16eceafbdd90a484dc3cb59626_tn,normal
84,"Áo Thể Thao Nam thun lạnh tập gym THE DEME, Áo phông thể thao nam cộc tay siêu co giãn",30,3990000000,4.375,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lf01p0099ys7ee_tn,normal
85,"COMBO 4 Quần đùi nam mặc nhà, mặc ngủ chất vải mềm đẹp",67,8000000000,4.55,https://down-vn.img.susercontent.com/file/sg-11134201-22120-zmuapu5oiokvf5_tn,normal
86,Quần short đùi nam nữ thể thao cao cấp nhẹ mát có khóa túi 2 BÊN SHORTGIO,58,3590000000,4.181818,https://down-vn.img.susercontent.com/file/97540ec5f29c6e6f64571644be6ac5a3_tn,normal
87,Quần lót nam vải thun lạnh co giãn form thoải mái - Quần lót tam giác chất liệu thấm hút tốt QL02,68,2500000000,4.888889,https://down-vn.img.susercontent.com/file/7f421dcef82da33cb03770b65d5fa9f5_tn,normal
88,"Áo thun nam tay dài, áo giữ nhiệt ôm body co giãn 4 chiều cao cấp đẹp AGN",15,3590000000,3.0,https://down-vn.img.susercontent.com/file/0d036ee96d4dd40ab098d327e4dbb348_tn,normal
89,Quần đùi nam có bigsize thể thao THEDEME chất vải thun co giãn nhẹ mát có khóa kéo-DUI01,683,5990000000,4.845161,https://down-vn.img.susercontent.com/file/493742592e1d95e6544f99c0a94b117c_tn,normal
90,"Quần short nam Quần đùi nam thoáng mát mùa hè,phong cách thời trang QN01",85,2000000000,4.571429,https://down-vn.img.susercontent.com/file/sg-11134201-22090-ulsv5khe7rhv6b_tn,normal
91,Quần đùi nam thể thao có bigisze cao cấp mặc nhà đi chơi đều đẹp DUI01,459,5990000000,4.9,https://down-vn.img.susercontent.com/file/31291d6e89e8faf9624c0655b5417615_tn,normal
92,Áo thể thao nam in vân vải thun lạnh mặc cực mát co giãn vận động thoải mái ATT06,37,3490000000,4.333333,https://down-vn.img.susercontent.com/file/sg-11134201-23020-w4myul4v4hnv7b_tn,normal
93,Quần đùi thun nam mặc nhà có túi với nhiều họa tiết ấn tượng - Form năng động thoải mái,320,2000000000,4.829268,https://down-vn.img.susercontent.com/file/068bb6d130aa316e9b292815157b229c_tn,normal
94,"Áo thun thể thao nam cộc tay , áo phông nam chất thun lạnh co giãn mềm mịn vận động thoải mái",22,3490000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghrim6ifeuv01_tn,normal
95,"Quần sịp boxer Quần lót Boxer nam, quần sịp đùi nam vải thun tự nhiên 100% thoáng khí,co giãn cao cấp QLBOXER",100,3080000000,4.52381,https://down-vn.img.susercontent.com/file/be83c3d94c6e723fae2da548a7156e26_tn,normal
96,Bộ Thể Thao Nam quần áo tập gym vải thun lạnh thoáng mát co giãn năng động thời trang BTT,16,5990000000,3.5,https://down-vn.img.susercontent.com/file/sg-11134201-22100-5vlb4kt4kkiv56_tn,normal
97,"Áo thun nam tay dài, áo giữ nhiệt thể thao nam body co giãn, giữ ấm, màu sắc trẻ trung và năng động AGN",15,3590000000,4.0,https://down-vn.img.susercontent.com/file/ead17e0269df7a1a9daf93d47665c51c_tn,normal
98,Quần đùi nam thể thao có bigsize khỏe khoắn mềm mịn co giãn tốt vận động thoải mái DUI01,106,5990000000,4.527778,https://down-vn.img.susercontent.com/file/48b2986d34dddb2b0c7542c1185d7947_tn,normal
99,Quần đùi nam thể thao có bigisze mặc nhà đi chơi đều đẹp phong cách cá tính ( 40-85kg) -DUI01,40,5990000000,4.875,https://down-vn.img.susercontent.com/file/d7485ad3104bab43939d57dd9cd518c2_tn,normal
100,"Quần lót nam, quần sịp nam vải thun lạnh cao cấp, co giãn thấm hút tốt QL02",108,2500000000,4.857143,https://down-vn.img.susercontent.com/file/8fbfb342b176cd168b260bee020bb322_tn,normal
101,"Quần đùi nam thể thao, quần cộc nam mặc nhà thoải mái nhẹ mát SHORTGIO",21,3590000000,4.444444,https://down-vn.img.susercontent.com/file/a217b93fe9c1c38f395c8d78a2629764_tn,normal
102,quần đùi sọc nhiều màu,0,2520000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqw85c16yjes45_tn,normal
103,Quần lót nam thông hơi - Quần sịp nam tam giác nhật bản có size lớn QL02,174,2500000000,4.793103,https://down-vn.img.susercontent.com/file/82d9788361ab86cadd0eebe9da54bacb_tn,normal
104,Quần đùi nam quần short cao cấp chất gió đep mặc nhà đi chơi tập thể thao sang trọng cá tính DUI01,23,3960000000,5.0,https://down-vn.img.susercontent.com/file/801bdf8c872b6389cc369f3f57224dcc_tn,normal
105,Quần đùi thể thao nam có bigsize chất vải thun lạnh cao giãn mặc nhà đi chơi đều đẹp DUI01,24,5990000000,4.75,https://down-vn.img.susercontent.com/file/82d5846bd8057154356bdd0fa9e93306_tn,normal
106,Quần đùi nam thể thao chất vải dù ngoại cực đẹp. Quần short thể thao nam QSRN,6,5990000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghp22ex9czb99_tn,normal
107,"Quần short thun nam Vải cotton, form rộng thoáng mát  DUI01",27,5990000000,4.444444,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-ljp60jeivncye4_tn,normal
108,Áo Thể Thao Nam thun lạnh tập gym cổ tròn ngắn tay co giãn chuẩn form ATT02,18,3490000000,4.833333,https://down-vn.img.susercontent.com/file/a60a8d45f98a7106718a8f9deece15bf_tn,normal
109,"[COMBO2 CÁI ] Quần short thun nam thể thao, quần đùi nam mặc nhà đi chơi tập gym DUI01",15,9900000000,4.5,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lj5b84fl453m8c_tn,normal
110,Quần đùi nam thể thao có bigsize vải thun lạnh mặc nhà đi chơi đều đẹp phong cách cá tính DUI01,253,5990000000,4.777778,https://down-vn.img.susercontent.com/file/5d94ed3d24951b42a6db974b6a499128_tn,normal
111,quần đùi nam mát mẻ vận động thoải mái,0,9000000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqrh95g831h30e_tn,normal
112,Quần Đùi Nam Thể Thao Short tập gym vải gió thoáng mát co giãn thoải mái vận động DUI01,60,5990000000,4.625,https://down-vn.img.susercontent.com/file/ba70d0e187b3153ba033a51297b8d43b_tn,normal
113,Quần đùi nam thể thao co giãn nhẹ mát có túi khóa kéo tiện dụng thể thao mặc nhà DUI01,449,5990000000,4.755556,https://down-vn.img.susercontent.com/file/86ab2dfa1f860030872fc812e89c5019_tn,normal
114,COMBO 5 Quần đùi nam thun cotton mặc ngủ thoải mái,2,11000000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lj5ccqop8tn053_tn,normal
115,Quần short thun nam chất vải thun cao giãn vận động thoải mái DUI01,17,5990000000,5.0,https://down-vn.img.susercontent.com/file/sg-11134201-22100-dyke6k4nctiv62_tn,normal
116,Áo thể thao nam SPORT ngắn tay cổ tròn đẹp vải thun lạnh cao cấp,10,3490000000,3.5,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghrde75h7uf07_tn,normal
117,Quần đùi nam chất thun thể thao co giãn thấm hút tốt lên form cực đẹp DUI01,34,5990000000,4.727273,https://down-vn.img.susercontent.com/file/sg-11134201-22100-9mdmcsw40tivf4_tn,normal
118,Quần đùi nam thể thao có bigsize vải thun co giãn nhẹ mát có khóa túi tiện dụng thể thao hay mặc nhà-DUI01,122,5990000000,4.666667,https://down-vn.img.susercontent.com/file/82c0282c2848bf2444c6fb320803cae6_tn,normal
119,"Quần đùi nam thể thao có bìgsize , mặc nhà chất vải thun co giãn thoáng mát tập gym đi chơi thể thao DUI01",245,5990000000,4.860465,https://down-vn.img.susercontent.com/file/b400b800bdc7cc5aefbf99cd41635fbc_tn,normal
120,Quần đùi nam running quần short thể thao tập gym chạy bộ chất đẹp QSRN,13,5990000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghns6xrztyif7_tn,normal
121,Quần đùi nam thể thao có bigsize khóa kéo tiện lợi đi chơi hay mặc nhà DUI01,193,7000000000,4.909091,https://down-vn.img.susercontent.com/file/08775d3e1c0c39b0fc64bd5586cfe7f1_tn,normal
122,Quần đùi nam thể thao co giãn cực mát phù hợp thể thao hay mặc nhà SHORTGIO,31,3590000000,4.285714,https://down-vn.img.susercontent.com/file/sg-11134201-22100-p41ry6tv2uiv45_tn,normal
123,Quần sịp boxer Quần lót boxer vải thun lạnh với thiết kế chuẩn - Quần lót boxer nhiều màu,8,3080000000,2.0,https://down-vn.img.susercontent.com/file/0f41802e465a68a83070636e097c6a1d_tn,normal
